Date,Product_ID,Units_Sold,Inventory_Level,Unit_Price,Fuel_Price_Index,Weather_Condition,Shipping_Delay_Days,Lead_Time_Days,Delay_Risk
2029-06-11,1,107,695,57.43,1.32,3,6,2,True
2029-06-12,0,170,839,25.31,1.04,0,3,7,True
2029-06-13,0,195,10,14.48,1.17,4,2,8,False
2029-06-14,0,230,971,21.61,1.34,3,6,8,True
2029-06-15,4,278,671,21.1,1.37,3,3,3,True
2029-06-16,0,110,259,47.09,1.18,2,5,6,True
2029-06-17,4,278,392,13.09,1.0,4,0,6,False
2029-06-18,3,210,599,12.55,1.0,0,4,5,True
2029-06-19,1,100,368,44.68,1.27,0,4,2,True
2029-06-20,1,157,183,37.84,1.28,2,0,4,False
2029-06-21,1,145,15,30.89,1.28,1,3,8,True
2029-06-22,1,249,976,38.77,1.36,2,4,8,True
2029-06-23,1,39,755,46.76,1.46,4,2,5,False
2029-06-24,1,68,505,15.17,1.5,1,3,5,True
2029-06-25,1,154,85,37.66,1.35,4,2,9,False
2029-06-26,3,48,710,51.22,1.26,0,6,8,True
2029-06-27,0,67,9,28.12,1.07,1,5,3,True
2029-06-28,2,288,476,48.15,1.19,4,5,6,True
2029-06-29,4,22,163,52.27,1.29,0,5,2,True
2029-06-30,2,277,23,51.05,1.5,4,1,7,False
2029-07-01,2,35,575,42.52,1.06,1,0,7,False
2029-07-02,0,113,311,45.87,1.4,0,5,2,True
2029-07-03,0,153,237,49.38,1.5,4,4,6,True
2029-07-04,0,152,461,46.69,1.4,3,0,9,False
2029-07-05,1,51,461,32.58,1.38,1,0,9,False
2029-07-06,3,288,856,17.96,1.13,1,2,7,False
2029-07-07,1,44,237,25.49,1.0,1,6,3,True
2029-07-08,3,78,21,20.36,1.11,0,4,8,True
2029-07-09,3,232,179,28.07,1.39,1,1,3,False
2029-07-10,2,175,817,34.47,1.05,4,0,3,False
2029-07-11,2,295,558,57.95,1.15,3,2,4,False
2029-07-12,3,229,790,57.97,1.28,4,5,2,True
2029-07-13,3,76,735,48.48,1.29,4,2,9,False
2029-07-14,1,204,729,59.01,1.27,1,5,8,True
2029-07-15,1,73,498,59.9,1.49,3,6,3,True
2029-07-16,2,228,474,54.26,1.01,3,4,3,True
2029-07-17,0,271,748,13.98,1.24,3,3,6,True
2029-07-18,3,131,715,31.3,1.25,3,3,5,True
2029-07-19,1,25,338,36.71,1.15,2,6,9,True
2029-07-20,2,210,530,16.2,1.26,3,1,5,False
2029-07-21,1,298,691,50.43,1.34,1,6,5,True
2029-07-22,3,32,161,17.43,1.34,3,5,2,True
2029-07-23,3,63,991,29.17,1.04,4,2,4,False
2029-07-24,4,124,796,13.45,1.4,2,3,2,True
2029-07-25,0,179,60,36.23,1.47,4,6,7,True
2029-07-26,4,173,84,39.85,1.06,1,0,6,False
2029-07-27,2,261,546,46.76,1.21,1,1,3,False
2029-07-28,1,200,489,26.97,1.26,3,5,2,True
2029-07-29,2,33,4,39.53,1.07,1,0,9,False
2029-07-30,3,199,75,46.71,1.25,2,3,5,True
2029-07-31,4,283,252,48.1,1.1,4,2,4,False
2029-08-01,4,187,6,25.08,1.47,1,3,9,True
2029-08-02,4,233,680,13.39,1.22,1,1,6,False
2029-08-03,2,169,641,11.88,1.5,2,5,3,True
2029-08-04,3,35,472,48.4,1.02,0,1,8,False
2029-08-05,1,110,137,29.27,1.06,0,0,4,False
2029-08-06,1,139,357,16.7,1.22,2,0,2,False
2029-08-07,2,272,811,19.22,1.44,1,1,2,False
2029-08-08,4,79,837,48.31,1.28,2,6,9,True
2029-08-09,0,285,602,39.95,1.37,2,6,9,True
2029-08-10,2,50,162,35.07,1.21,0,0,9,False
2029-08-11,2,40,317,41.15,1.02,3,6,4,True
2029-08-12,3,238,457,16.87,1.32,1,4,4,True
2029-08-13,1,100,252,25.95,1.32,4,5,3,True
2029-08-14,2,50,200,28.7,1.04,2,1,8,False
2029-08-15,2,253,531,25.72,1.09,0,5,5,True
2029-08-16,4,55,740,53.22,1.24,3,0,8,False
2029-08-17,4,151,674,39.07,1.22,1,6,8,True
2029-08-18,0,151,164,46.47,1.38,2,5,4,True
2029-08-19,3,28,231,21.84,1.19,0,3,3,True
2029-08-20,0,49,327,23.2,1.33,2,2,4,False
2029-08-21,4,134,237,21.27,1.35,4,6,7,True
2029-08-22,1,23,119,44.4,1.32,1,4,4,True
2029-08-23,4,256,949,27.45,1.3,1,4,7,True
2029-08-24,3,42,862,30.25,1.4,1,2,5,False
2029-08-25,4,35,894,45.46,1.33,1,2,3,False
2029-08-26,3,41,880,58.59,1.42,0,5,2,True
2029-08-27,3,91,618,18.09,1.32,4,5,3,True
2029-08-28,3,249,249,13.13,1.08,2,3,3,True
2029-08-29,3,126,335,19.74,1.15,0,5,9,True
2029-08-30,3,227,283,46.75,1.17,3,2,3,False
2029-08-31,1,227,197,19.73,1.05,1,4,9,True
2029-09-01,0,282,415,39.22,1.35,1,3,5,True
2029-09-02,2,70,731,39.52,1.3,2,2,5,False
2029-09-03,0,84,394,24.72,1.29,1,3,6,True
2029-09-04,3,284,937,13.44,1.24,1,3,7,True
2029-09-05,1,194,150,29.96,1.27,2,5,2,True
2029-09-06,4,171,797,19.34,1.0,4,5,5,True
2029-09-07,1,285,264,19.22,1.05,0,0,7,False
2029-09-08,3,182,219,36.13,1.34,4,2,5,False
2029-09-09,1,257,215,43.66,1.13,2,5,3,True
2029-09-10,1,218,314,13.77,1.05,1,0,3,False
2029-09-11,3,35,667,38.92,1.16,1,5,7,True
2029-09-12,1,295,215,22.31,1.13,4,4,4,True
2029-09-13,2,258,334,43.66,1.01,3,6,4,True
2029-09-14,2,88,358,50.51,1.21,0,3,4,True
2029-09-15,1,25,625,50.35,1.01,1,4,7,True
2029-09-16,4,239,160,28.49,1.0,2,3,5,True
2029-09-17,3,273,814,38.36,1.4,4,2,9,False
2029-09-18,2,126,609,49.68,1.16,0,6,4,True
2029-09-19,4,137,510,13.04,1.28,3,1,2,False
2029-09-20,1,187,917,40.28,1.15,1,2,7,False
2029-09-21,4,270,156,51.83,1.47,4,3,9,True
2029-09-22,0,101,161,28.62,1.36,1,1,9,False
2029-09-23,2,73,41,32.77,1.18,4,1,4,False
2029-09-24,1,259,179,44.94,1.11,3,2,6,False
2029-09-25,3,31,302,13.39,1.07,2,4,6,True
2029-09-26,1,228,329,29.28,1.38,2,2,3,False
2029-09-27,3,184,562,24.79,1.23,0,3,5,True
2029-09-28,1,26,763,10.85,1.12,1,6,7,True
2029-09-29,4,97,428,19.8,1.46,1,4,6,True
2029-09-30,4,84,349,29.79,1.2,1,3,2,True
2029-10-01,4,121,119,19.87,1.27,2,5,3,True
2029-10-02,0,190,74,40.12,1.43,0,5,6,True
2029-10-03,3,96,673,32.43,1.42,2,6,8,True
2029-10-04,4,67,660,11.97,1.32,4,4,4,True
2029-10-05,0,274,122,23.75,1.44,1,0,6,False
2029-10-06,3,101,652,10.97,1.48,4,4,9,True
2029-10-07,1,228,181,27.91,1.47,3,0,6,False
2029-10-08,0,228,920,22.96,1.17,4,3,3,True
2029-10-09,2,103,889,44.41,1.2,4,2,5,False
2029-10-10,0,29,788,25.37,1.12,4,3,4,True
2029-10-11,0,48,256,28.76,1.42,2,2,4,False
2029-10-12,3,135,953,46.27,1.06,4,5,8,True
2029-10-13,1,288,836,34.05,1.18,1,0,4,False
2029-10-14,2,66,756,37.82,1.0,0,2,4,False
2029-10-15,4,110,597,52.07,1.3,3,3,5,True
2029-10-16,4,72,582,20.34,1.33,1,3,4,True
2029-10-17,0,237,268,59.46,1.12,0,3,5,True
2029-10-18,3,96,492,55.01,1.37,1,6,3,True
2029-10-19,3,223,179,24.33,1.19,4,4,2,True
2029-10-20,4,63,790,54.65,1.16,3,3,5,True
2029-10-21,2,175,148,47.7,1.48,1,4,4,True
2029-10-22,1,21,517,56.54,1.29,3,1,3,False
2029-10-23,2,76,147,44.56,1.13,2,0,3,False
2029-10-24,1,77,843,43.72,1.49,2,1,6,False
2029-10-25,4,273,679,10.17,1.19,4,1,6,False
2029-10-26,1,199,8,33.73,1.32,4,4,9,True
2029-10-27,3,176,177,20.01,1.36,2,4,9,True
2029-10-28,0,54,795,26.2,1.21,1,6,2,True
2029-10-29,0,94,394,58.94,1.27,0,0,2,False
2029-10-30,4,94,627,14.28,1.12,0,0,6,False
2029-10-31,3,97,607,46.12,1.23,2,5,7,True
2029-11-01,2,274,330,18.65,1.16,0,0,6,False
2029-11-02,3,284,855,10.37,1.27,1,6,3,True
2029-11-03,0,86,55,35.07,1.33,0,3,8,True
2029-11-04,0,240,206,18.06,1.31,0,3,8,True
2029-11-05,3,183,104,58.27,1.39,2,6,5,True
2029-11-06,3,239,546,20.18,1.02,3,0,9,False
2029-11-07,0,191,720,19.6,1.04,3,4,6,True
2029-11-08,2,273,792,11.61,1.1,1,1,9,False
2029-11-09,4,229,880,26.49,1.49,3,0,4,False
2029-11-10,4,207,354,11.21,1.4,4,5,5,True
2029-11-11,3,210,658,34.94,1.46,2,0,7,False
2029-11-12,4,234,488,35.28,1.14,3,1,5,False
2029-11-13,0,105,798,12.66,1.29,0,2,4,False
2029-11-14,0,125,592,22.0,1.28,3,0,8,False
2029-11-15,3,38,502,51.61,1.28,2,0,4,False
2029-11-16,3,66,49,33.13,1.36,0,3,4,True
2029-11-17,3,84,86,31.73,1.2,0,1,3,False
2029-11-18,2,165,702,44.94,1.34,2,5,9,True
2029-11-19,4,85,302,45.74,1.39,1,0,8,False
2029-11-20,3,24,0,48.1,1.14,1,5,9,True
2029-11-21,1,112,380,51.52,1.47,2,0,6,False
2029-11-22,1,113,953,21.61,1.26,2,2,7,False
2029-11-23,0,125,649,13.32,1.37,2,1,6,False
2029-11-24,4,152,647,29.01,1.36,0,0,3,False
2029-11-25,3,98,361,52.75,1.28,0,2,8,False
2029-11-26,1,231,380,13.9,1.16,2,0,5,False
2029-11-27,4,27,665,38.8,1.33,0,4,3,True
2029-11-28,0,178,161,45.05,1.04,4,2,6,False
2029-11-29,2,287,18,34.07,1.49,2,5,2,True
2029-11-30,4,168,973,22.76,1.09,0,6,9,True
2029-12-01,4,110,839,26.32,1.14,1,4,3,True
2029-12-02,2,255,242,13.58,1.48,2,6,2,True
2029-12-03,4,187,128,24.63,1.09,2,0,2,False
2029-12-04,0,212,175,12.22,1.09,2,2,7,False
2029-12-05,0,206,408,46.32,1.4,3,1,4,False
2029-12-06,2,290,791,54.9,1.13,2,6,4,True
2029-12-07,3,133,942,41.68,1.05,1,6,9,True
2029-12-08,1,30,83,42.84,1.11,0,5,4,True
2029-12-09,3,74,375,33.61,1.44,2,3,9,True
2029-12-10,4,277,221,17.8,1.14,4,0,2,False
2029-12-11,1,84,324,10.39,1.35,0,2,6,False
2029-12-12,2,191,450,27.2,1.2,1,4,4,True
2029-12-13,2,291,415,47.57,1.13,3,2,7,False
2029-12-14,1,169,656,58.02,1.07,1,1,4,False
2029-12-15,0,165,444,31.55,1.49,3,2,9,False
2029-12-16,1,228,617,28.27,1.26,0,4,5,True
2029-12-17,4,29,324,32.3,1.06,3,0,7,False
2029-12-18,0,246,522,31.39,1.1,0,5,2,True
2029-12-19,2,205,165,41.29,1.2,1,4,2,True
2029-12-20,1,81,707,46.71,1.27,1,5,4,True
2029-12-21,3,104,742,49.25,1.09,3,5,5,True
2029-12-22,3,153,658,42.48,1.14,4,4,5,True
2029-12-23,4,190,870,31.89,1.39,1,4,3,True
2029-12-24,3,232,237,57.51,1.21,3,3,3,True
2029-12-25,1,37,982,45.55,1.0,2,5,4,True
2029-12-26,1,79,912,31.33,1.03,0,0,7,False
2029-12-27,3,107,12,32.33,1.22,2,3,2,True
2029-12-28,1,46,730,50.9,1.03,2,5,7,True
2029-12-29,4,87,256,32.03,1.09,2,2,5,False
2029-12-30,0,297,513,35.81,1.36,3,0,9,False
2029-12-31,4,59,209,24.58,1.24,1,0,5,False
2030-01-01,4,128,483,51.95,1.24,2,5,5,True
2030-01-02,1,93,364,36.11,1.3,3,2,2,False
2030-01-03,0,85,224,37.63,1.39,1,2,8,False
2030-01-04,1,187,995,54.03,1.08,0,4,3,True
2030-01-05,2,281,193,56.03,1.09,1,5,8,True
2030-01-06,1,293,195,51.21,1.06,1,5,4,True
2030-01-07,1,256,399,13.27,1.47,2,0,3,False
2030-01-08,1,234,771,32.18,1.29,3,6,9,True
2030-01-09,0,168,56,27.17,1.05,4,1,9,False
2030-01-10,1,126,968,20.68,1.11,0,5,5,True
2030-01-11,0,160,624,55.45,1.36,3,4,7,True
2030-01-12,3,95,212,54.5,1.01,2,0,7,False
2030-01-13,2,28,278,33.26,1.36,3,2,5,False
2030-01-14,0,215,755,16.73,1.46,4,2,2,False
2030-01-15,3,299,379,10.67,1.03,0,1,8,False
2030-01-16,0,137,116,31.92,1.09,1,0,2,False
2030-01-17,0,80,897,12.0,1.0,0,3,8,True
2030-01-18,2,70,450,40.48,1.05,4,4,8,True
2030-01-19,4,71,598,40.42,1.31,0,0,2,False
2030-01-20,4,141,409,54.95,1.02,0,3,4,True
2030-01-21,0,186,892,19.5,1.21,2,2,6,False
2030-01-22,1,27,366,28.57,1.25,1,2,9,False
2030-01-23,3,64,774,52.98,1.45,4,3,7,True
2030-01-24,1,264,995,33.71,1.24,2,3,8,True
2030-01-25,1,126,811,12.99,1.07,0,1,6,False
2030-01-26,0,46,928,15.54,1.14,0,0,7,False
2030-01-27,0,212,112,50.67,1.34,3,2,8,False
2030-01-28,0,81,959,47.18,1.06,2,4,8,True
2030-01-29,0,81,163,53.79,1.12,4,2,8,False
2030-01-30,4,140,3,15.94,1.5,4,0,4,False
2030-01-31,0,299,629,48.02,1.0,4,3,7,True
2030-02-01,4,58,22,42.76,1.08,4,1,4,False
2030-02-02,4,296,920,21.61,1.42,0,6,4,True
2030-02-03,0,113,744,58.7,1.05,0,2,3,False
2030-02-04,2,134,601,38.52,1.02,2,1,7,False
2030-02-05,3,195,987,55.34,1.06,1,3,4,True
2030-02-06,1,140,766,52.95,1.35,4,5,3,True
2030-02-07,4,32,91,26.66,1.5,0,0,7,False
2030-02-08,3,182,468,36.8,1.3,2,2,2,False
2030-02-09,2,294,969,31.57,1.06,4,0,7,False
2030-02-10,1,195,154,45.45,1.09,1,4,5,True
2030-02-11,1,192,818,39.4,1.27,4,0,6,False
2030-02-12,4,294,626,49.24,1.36,3,6,5,True
2030-02-13,0,83,206,10.59,1.33,4,5,6,True
2030-02-14,2,120,80,44.39,1.29,3,3,2,True
2030-02-15,4,85,614,25.95,1.49,1,3,6,True
2030-02-16,2,64,482,21.21,1.1,3,4,2,True
2030-02-17,0,106,964,50.06,1.09,1,6,7,True
2030-02-18,0,86,591,14.46,1.43,2,0,5,False
2030-02-19,4,278,406,21.42,1.15,3,5,3,True
2030-02-20,0,224,102,20.19,1.17,4,3,7,True
2030-02-21,3,197,239,30.99,1.27,4,3,8,True
2030-02-22,1,299,264,26.12,1.19,2,3,7,True
2030-02-23,4,36,32,46.02,1.14,0,3,6,True
2030-02-24,2,221,34,44.97,1.46,1,1,8,False
2030-02-25,3,191,248,26.27,1.06,0,6,8,True
2030-02-26,4,281,999,31.85,1.2,0,2,7,False
2030-02-27,0,213,49,20.4,1.0,2,1,9,False
2030-02-28,0,168,279,43.54,1.4,2,3,4,True
2030-03-01,0,54,983,29.81,1.08,3,6,3,True
2030-03-02,0,48,753,16.64,1.39,3,5,3,True
2030-03-03,2,282,151,16.36,1.07,3,0,2,False
2030-03-04,3,240,658,26.12,1.21,3,1,5,False
2030-03-05,1,72,550,47.37,1.36,3,4,4,True
2030-03-06,2,298,700,11.28,1.14,4,2,9,False
2030-03-07,2,95,536,22.89,1.16,2,0,5,False
2030-03-08,1,195,755,18.12,1.33,1,1,9,False
2030-03-09,1,29,734,57.82,1.09,1,2,8,False
2030-03-10,0,136,229,45.26,1.48,1,6,8,True
2030-03-11,2,299,664,21.66,1.09,1,5,5,True
2030-03-12,4,237,922,20.37,1.37,1,6,3,True
2030-03-13,1,194,287,52.9,1.4,4,1,4,False
2030-03-14,1,253,394,19.51,1.19,2,4,6,True
2030-03-15,3,271,452,59.85,1.08,3,3,9,True
2030-03-16,4,25,619,24.12,1.08,3,4,8,True
2030-03-17,4,40,32,14.22,1.49,3,3,4,True
2030-03-18,1,92,914,44.55,1.36,2,2,9,False
2030-03-19,0,55,362,40.48,1.23,2,1,2,False
2030-03-20,3,252,110,59.99,1.13,4,1,7,False
2030-03-21,4,235,120,50.1,1.01,4,4,3,True
2030-03-22,1,225,15,31.44,1.34,3,0,4,False
2030-03-23,4,63,738,43.83,1.48,2,2,2,False
2030-03-24,3,110,522,50.89,1.05,3,5,6,True
2030-03-25,3,112,714,35.69,1.38,4,3,5,True
2030-03-26,2,102,713,23.64,1.08,3,6,5,True
2030-03-27,1,40,97,20.51,1.4,4,2,2,False
2030-03-28,3,247,115,24.76,1.19,0,6,3,True
2030-03-29,2,149,964,52.4,1.36,1,5,5,True
2030-03-30,2,194,470,29.02,1.46,0,4,9,True
2030-03-31,4,127,438,24.33,1.31,3,5,3,True
2030-04-01,4,90,280,50.29,1.46,3,1,3,False
2030-04-02,2,69,348,11.6,1.12,2,3,5,True
2030-04-03,4,114,231,39.7,1.49,1,3,6,True
2030-04-04,3,298,972,53.68,1.44,4,5,9,True
2030-04-05,0,151,110,30.5,1.05,3,3,7,True
2030-04-06,3,295,351,23.47,1.21,4,3,9,True
2030-04-07,2,32,929,34.59,1.46,4,2,4,False
2030-04-08,2,22,11,45.87,1.04,4,2,7,False
2030-04-09,3,243,983,35.83,1.23,0,5,5,True
2030-04-10,4,194,487,10.38,1.36,4,6,4,True
2030-04-11,4,109,532,13.92,1.02,2,6,3,True
2030-04-12,2,260,638,46.07,1.38,0,4,8,True
2030-04-13,1,54,284,30.0,1.18,0,5,6,True
2030-04-14,4,33,946,49.24,1.12,3,5,3,True
2030-04-15,3,214,632,42.47,1.29,1,6,8,True
2030-04-16,4,232,635,39.08,1.27,1,1,6,False
2030-04-17,3,22,918,55.07,1.44,3,5,8,True
2030-04-18,2,198,544,11.07,1.34,1,5,7,True
2030-04-19,4,59,391,17.75,1.21,4,1,7,False
2030-04-20,3,183,169,41.22,1.33,2,2,7,False
2030-04-21,2,254,76,13.29,1.38,4,4,2,True
2030-04-22,1,276,964,42.25,1.47,1,6,9,True
2030-04-23,3,135,296,59.21,1.35,1,0,7,False
2030-04-24,1,71,329,53.94,1.27,2,5,6,True
2030-04-25,1,161,62,39.55,1.19,0,5,6,True
2030-04-26,0,105,269,54.7,1.45,0,5,7,True
2030-04-27,4,65,215,15.81,1.4,2,3,3,True
2030-04-28,3,257,189,32.73,1.04,0,5,7,True
2030-04-29,1,29,74,31.43,1.35,1,1,7,False
2030-04-30,0,171,685,26.82,1.27,0,3,9,True
2030-05-01,2,80,509,10.01,1.05,1,1,5,False
2030-05-02,3,37,578,54.55,1.28,3,5,8,True
2030-05-03,1,105,92,48.89,1.1,4,0,5,False
2030-05-04,4,156,52,42.64,1.35,0,6,8,True
2030-05-05,0,249,495,16.45,1.14,3,5,4,True
2030-05-06,1,147,947,28.91,1.08,0,1,2,False
2030-05-07,4,123,93,56.22,1.04,3,5,9,True
2030-05-08,1,205,624,40.85,1.25,2,0,9,False
2030-05-09,3,197,228,40.17,1.1,3,1,9,False
2030-05-10,3,25,249,55.66,1.43,1,2,6,False
2030-05-11,3,55,390,37.99,1.0,2,3,4,True
2030-05-12,0,33,720,39.88,1.42,2,4,9,True
2030-05-13,3,256,979,27.29,1.26,1,4,7,True
2030-05-14,4,69,181,28.57,1.46,0,1,6,False
2030-05-15,1,280,266,44.28,1.1,2,4,6,True
2030-05-16,2,129,280,26.02,1.05,0,5,2,True
2030-05-17,4,216,954,37.96,1.31,4,3,2,True
2030-05-18,4,271,983,23.96,1.35,3,2,8,False
2030-05-19,3,107,961,18.31,1.19,3,2,4,False
2030-05-20,0,45,666,32.72,1.01,1,0,9,False
2030-05-21,1,281,82,20.87,1.2,1,4,5,True
2030-05-22,0,163,185,54.92,1.12,3,5,6,True
2030-05-23,1,79,860,25.18,1.17,4,3,3,True
2030-05-24,1,287,996,39.87,1.25,1,4,4,True
2030-05-25,0,94,650,23.17,1.35,4,3,6,True
2030-05-26,4,22,566,22.9,1.48,1,6,8,True
2030-05-27,1,82,530,27.53,1.07,2,0,2,False
2030-05-28,0,255,347,55.79,1.34,0,6,7,True
2030-05-29,1,248,422,29.57,1.12,3,5,2,True
2030-05-30,2,294,980,51.06,1.11,0,6,2,True
2030-05-31,4,37,857,19.86,1.32,3,4,2,True
2030-06-01,3,99,981,12.41,1.39,1,6,7,True
2030-06-02,1,234,453,49.08,1.49,0,2,9,False
2030-06-03,2,190,266,37.09,1.38,4,0,5,False
2030-06-04,3,274,506,35.19,1.08,1,5,5,True
2030-06-05,3,145,141,23.61,1.11,2,6,6,True
2030-06-06,1,274,315,13.62,1.38,0,4,9,True
2030-06-07,0,91,675,34.14,1.26,0,2,6,False
2030-06-08,1,57,763,53.36,1.15,2,2,4,False
2030-06-09,2,223,231,16.0,1.24,3,3,2,True
2030-06-10,3,191,296,56.46,1.46,1,2,8,False
2030-06-11,1,242,897,23.74,1.38,2,1,2,False
2030-06-12,0,236,952,36.61,1.23,4,6,7,True
2030-06-13,1,264,874,13.33,1.49,1,4,3,True
2030-06-14,4,210,571,31.25,1.4,2,4,9,True
2030-06-15,0,201,915,16.29,1.0,2,3,3,True
2030-06-16,2,224,21,12.4,1.06,0,2,2,False
2030-06-17,3,218,383,58.33,1.28,0,3,3,True
2030-06-18,1,184,125,46.5,1.17,0,1,3,False
2030-06-19,0,261,102,45.95,1.41,1,3,2,True
2030-06-20,4,149,899,14.53,1.45,3,4,5,True
2030-06-21,0,246,951,56.47,1.12,1,5,5,True
2030-06-22,4,141,732,33.47,1.38,0,5,9,True
2030-06-23,2,63,109,52.61,1.27,0,3,8,True
2030-06-24,3,215,569,10.63,1.2,1,4,9,True
2030-06-25,2,223,471,24.91,1.39,2,0,6,False
2030-06-26,1,276,64,59.8,1.28,2,1,5,False
2030-06-27,0,36,471,31.39,1.32,0,6,2,True
2030-06-28,4,291,569,54.42,1.03,0,1,8,False
2030-06-29,4,28,669,26.4,1.29,3,4,3,True
2030-06-30,0,268,75,36.27,1.15,2,5,2,True
2030-07-01,0,220,18,52.71,1.25,3,0,4,False
2030-07-02,1,78,383,40.29,1.11,0,2,8,False
2030-07-03,2,159,996,46.26,1.31,0,3,3,True
2030-07-04,4,138,189,21.44,1.07,3,6,2,True
2030-07-05,1,60,761,17.79,1.06,3,6,9,True
2030-07-06,2,286,359,21.52,1.09,0,2,8,False
2030-07-07,1,27,874,34.65,1.41,4,6,9,True
2030-07-08,4,202,885,50.05,1.02,0,0,6,False
2030-07-09,0,153,451,27.7,1.36,2,1,6,False
2030-07-10,0,200,78,38.24,1.03,0,2,3,False
2030-07-11,2,91,595,50.24,1.3,1,0,5,False
2030-07-12,3,132,171,21.94,1.39,0,1,6,False
2030-07-13,2,126,211,54.15,1.12,4,5,7,True
2030-07-14,3,136,885,57.65,1.1,2,2,4,False
2030-07-15,1,139,444,11.95,1.14,0,6,9,True
2030-07-16,1,166,148,12.96,1.35,3,5,7,True
2030-07-17,4,229,9,14.55,1.13,2,1,7,False
2030-07-18,3,122,541,48.84,1.25,2,4,8,True
2030-07-19,4,143,791,19.47,1.07,4,6,7,True
2030-07-20,0,264,943,46.28,1.23,3,1,3,False
2030-07-21,3,228,54,32.06,1.31,1,1,4,False
2030-07-22,2,128,871,51.81,1.04,0,6,3,True
2030-07-23,0,69,638,50.43,1.41,1,0,5,False
2030-07-24,0,124,179,57.98,1.47,3,0,2,False
2030-07-25,2,46,743,22.55,1.1,2,3,7,True
2030-07-26,0,276,380,21.46,1.38,4,6,3,True
2030-07-27,3,292,421,11.58,1.16,4,0,2,False
2030-07-28,4,156,450,30.52,1.34,2,4,3,True
2030-07-29,0,51,92,32.95,1.15,4,4,8,True
2030-07-30,3,64,519,58.23,1.43,1,5,5,True
2030-07-31,1,284,412,51.54,1.17,2,1,4,False
2030-08-01,3,49,758,18.34,1.42,0,0,2,False
2030-08-02,4,103,393,49.92,1.38,0,6,4,True
2030-08-03,3,185,964,18.91,1.1,3,6,9,True
2030-08-04,2,20,330,13.89,1.08,2,6,3,True
2030-08-05,4,268,707,51.85,1.39,1,3,8,True
2030-08-06,1,280,432,58.8,1.2,2,0,7,False
2030-08-07,2,82,953,14.41,1.47,2,6,3,True
2030-08-08,3,183,162,50.7,1.47,1,3,9,True
2030-08-09,4,220,945,52.96,1.35,4,1,5,False
2030-08-10,1,241,39,15.94,1.25,1,6,3,True
2030-08-11,2,171,765,24.16,1.1,2,6,5,True
2030-08-12,1,151,907,46.68,1.44,2,5,3,True
2030-08-13,3,133,84,50.39,1.04,2,5,7,True
2030-08-14,1,236,783,27.7,1.19,2,4,4,True
2030-08-15,0,215,589,18.0,1.16,3,0,3,False
2030-08-16,2,221,724,42.42,1.48,4,0,2,False
2030-08-17,1,154,815,45.1,1.06,2,4,9,True
2030-08-18,3,253,766,35.18,1.45,3,4,6,True
2030-08-19,3,160,90,17.25,1.23,2,5,2,True
2030-08-20,1,215,483,52.22,1.02,4,5,8,True
2030-08-21,3,62,384,42.26,1.36,4,5,2,True
2030-08-22,4,76,192,53.46,1.05,1,2,5,False
2030-08-23,4,161,252,56.65,1.12,3,2,3,False
2030-08-24,4,229,789,50.28,1.4,4,2,9,False
2030-08-25,0,91,654,57.93,1.08,0,4,4,True
2030-08-26,1,243,243,57.71,1.16,2,2,8,False
2030-08-27,0,46,723,40.97,1.18,4,0,3,False
2030-08-28,3,147,706,46.41,1.29,3,4,6,True
2030-08-29,0,125,269,44.97,1.39,3,0,3,False
2030-08-30,3,184,840,41.06,1.12,3,4,6,True
2030-08-31,3,234,18,10.97,1.1,1,6,6,True
2030-09-01,2,90,39,27.8,1.11,2,1,2,False
2030-09-02,4,223,609,15.0,1.19,0,0,6,False
2030-09-03,3,172,515,25.01,1.27,3,6,6,True
2030-09-04,2,86,32,13.43,1.01,2,4,7,True
2030-09-05,4,109,810,56.0,1.39,3,3,8,True
2030-09-06,3,279,676,32.57,1.46,3,4,8,True
2030-09-07,3,247,449,19.47,1.42,0,1,4,False
2030-09-08,0,98,538,39.24,1.02,2,4,7,True
2030-09-09,0,115,684,19.82,1.26,3,1,5,False
2030-09-10,4,265,848,50.22,1.41,1,2,3,False
2030-09-11,3,291,624,25.3,1.17,3,0,4,False
2030-09-12,1,176,945,25.75,1.45,2,1,5,False
2030-09-13,0,135,884,53.5,1.44,4,3,2,True
2030-09-14,4,37,891,37.96,1.07,3,0,4,False
2030-09-15,3,191,606,54.37,1.25,1,4,4,True
2030-09-16,3,35,318,30.64,1.01,1,4,2,True
2030-09-17,1,259,744,27.2,1.14,3,1,9,False
2030-09-18,4,75,645,35.31,1.41,2,6,6,True
2030-09-19,3,98,123,13.07,1.49,3,3,2,True
2030-09-20,0,122,371,17.71,1.46,1,1,3,False
2030-09-21,1,212,350,20.98,1.02,3,6,2,True
2030-09-22,4,24,322,50.83,1.46,1,3,8,True
2030-09-23,1,125,487,46.69,1.41,4,5,4,True
2030-09-24,0,297,450,19.67,1.43,3,1,8,False
2030-09-25,4,119,352,23.84,1.46,0,2,9,False
2030-09-26,1,257,115,57.21,1.24,3,2,8,False
2030-09-27,2,288,954,14.29,1.11,1,2,2,False
2030-09-28,0,105,12,37.37,1.01,2,1,3,False
2030-09-29,0,51,916,36.1,1.01,1,6,8,True
2030-09-30,0,70,319,46.29,1.32,4,0,9,False
2030-10-01,2,98,164,23.07,1.17,2,4,6,True
2030-10-02,2,205,719,56.74,1.25,0,0,6,False
2030-10-03,3,193,84,30.53,1.07,0,4,5,True
